-323.35010804116024	-956.9725799340721
-108.36138589585171	-687.1982950642173
588.2127197509328	-52.53453553351531
1163.1137210243398	355.6768810617553
821.8134416800698	24.397581589378085
-57.440894881496796	-710.3227237776297
-1077.0023977409726	-1401.5396496879584
-1866.1814502438529	-1490.9624346376559
-1291.6701673986638	-809.8313496841588
-198.86621210400963	-324.42855213555333
1086.2860825812493	-65.7796999079481
2831.1018257729957	-3.489349714861862
2945.130010287264	-190.41715199091408
1584.1274338477424	-188.11512161560245
270.2585296516208	-189.30414349589824
-1195.4893609593798	-200.54537625658136
-3203.878822348422	-444.63832560439624
-4065.862862302783	-1906.947359136655
-2536.3779070154587	-2132.4414714061754
-1443.8356419188183	-1915.8162929843356
-725.921972587442	-1750.7790219462768
-92.03020191823533	-1609.583115261005
464.9265806899791	-1455.964098610239
932.4247425566293	-1341.447627657176
1375.9332099354683	-1219.299020224152
1798.408498898316	-1095.4029569205175
2137.857097268736	-954.4127468667667
2406.776172325449	-779.7417258991159
2637.169689958566	-597.6539909865415
2825.248952850935	-429.7683652253442
2978.2796110518807	-302.411355522477
3088.5505196958843	-213.28527499272346
3153.26374727622	-152.45611426605578
3161.4561662184215	-105.93074418127192
3141.7839313045342	-55.7242834777968
3049.9745311864995	-18.699504395129196
2930.94142118047	21.13539066194365
2775.281934421816	69.42981178012192
2587.852444914595	125.17293848439166
2376.3487252106174	185.94838456673386
2138.5001639221177	258.20201628161186
1875.3417256213688	341.82695316855944
1592.7190206933658	403.66007599145337
1291.6278109537332	273.58059491612613
1019.947218735046	71.19928176763214
677.5659289482298	-69.16508706899732
403.60228355187087	-141.73340993151245
203.93895346586282	-191.90939921646023
-22.791548511029703	-180.04842313248446
-188.37693033194142	-138.76600819448734
-314.01660038250185	-85.89481858559257
-353.15419391795325	-27.531886536711564
-551.7417820110202	122.23135267481489
-553.7272407999284	200.15607496511143
-707.7223518483073	361.61514465042006
-786.7629436742377	491.7080877102015
-794.8316381954656	547.0436808984632
-817.815950307337	608.7294954353383
-838.2630211325813	725.751728480788
-795.2244819551094	788.9446546815876
-714.4654869694932	874.9304921779141
-586.9538635126103	1002.9479124236208
-439.3554274265561	1115.0181573736565
-268.6950586330944	1156.9514003524564
-99.26682655515079	1109.5076584944948
34.115133166304034	1013.8156113348548
120.68558430672407	908.642723826481
173.52426594584458	789.317505488843
195.47962606955127	661.7266436768398
190.86344672140078	529.0417336703827
168.2096016742328	379.4524907299047
132.13609044693663	199.5832310472174
69.71827484966826	2.167197944056346
-18.925850018656682	-217.239385893405
-132.3565529096448	-452.4225910174289
-268.84194442860576	-701.8718886053599
-427.2923845781642	-970.4776615449924
-597.7071526645017	-1254.2197290147433
-780.1664497260049	-1578.226028144758
-980.1397104399772	-1959.2801413170678
-1087.409245933883	-2557.394707401904
-746.7661365940592	-2841.3986790471977
-580.5678493226474	-2743.2148113731314
-523.1169907094503	-2573.9306912007796
-496.874594089804	-2441.092258846839
-491.2704178992122	-2333.380193545177
-498.07944129589765	-2239.804746303574
-512.7490008128485	-2156.6500397413624
-532.6148908386762	-2078.692830627171
-555.3567946228354	-2005.3373411354778
-579.2138470609307	-1939.2434925131479
-604.7042538227289	-1877.035030753013
-631.4023108803336	-1816.2845791935938
-658.3105011300606	-1757.6966030917972
-685.4378587131697	-1702.679446615228
-713.4282298824878	-1648.5662644425186
-741.9614643796434	-1595.4562058857541
-771.1224475884295	-1544.1194305327792
-801.2682923779546	-1493.5188089187736
-832.3097367361959	-1443.7544387670237
-865.0291322614153	-1395.0541436876688
-899.855931496487	-1345.3367514539912
-936.5307904329544	-1294.8397867972403
-975.0773118916428	-1243.0862782674135
-1015.192305547035	-1188.644982997297
-1056.8590731256936	-1131.1866267765151
-1101.7041541096498	-1067.839593877183
-1149.5837202473817	-995.5672986002356
-1193.6714937657923	-920.3923055496261
-1239.0769680385788	-837.8138633511365
-1286.4250354843136	-745.2655112912107
-1333.0859760303308	-642.655034149846
-1377.8024930917222	-530.0460508983141
-1422.5338428045748	-395.0180245089327
-1484.0287595491416	-235.5976795491171
-1578.4445543349927	-72.96333856553741
-1696.280957100648	98.21501686314467
-1803.9850904500743	266.9366820978984
-1903.5643159981896	469.6629684045611
-1992.967440672842	724.1045050452625
-2059.4664149082864	1000.4239529455825
-2101.374286891351	1239.977521414148
-2149.7217536512503	1523.5431654609129
-2200.672615432006	1838.2429974622721
-2268.6609415519265	2156.302414204949
-2340.6745819768594	2491.201453139248
